samp_id,sc_id,mc_id,day,treatment,mc_round,age,final_fecal_volume_mL,gene_count_per_microlitre_feces,qpcr_complete,genecount_1µL_qpcr,genecount_total_predf,genecount_total,total_seq,Enterobacteriaceae_ng,Enterococcus,Pseudomonas,Paenibacillus,Cellulosimicrobium,Stenotrophomonas,Bombilactobacillus,Priestia,Mixta,Lactobacillus,Rhizobium,Delftia,Bifidobacterium,Snodgrassella,Sphingomonas,Lysinibacillus,Curtobacterium,Roseomonas,Sphingobacterium,Paracoccus,Comamonadaceae_ng,Apilactobacillus,Dermacoccus,Schmidhempelia,Bombiscardovia,Schmidhempelia,Stenotrophomonas,Rhodococcus,Delftia,Dermacoccus,Methylorubrum,Meiothermus,Stenotrophomonas,Roseomonas,Acinetobacter,Commensalibacter,Arsenophonus,Comamonas,Klebsiella,Enterococcus,Acetobacter,Sphingobium,Brevundimonas,Lachnoclostridium,Leucobacter
M23D0,2,23,0,DMSO,2,3,0.084809715,3947228.122,yes,446351.0561,22317552.81,334763292.1,26707,0,0,0,0,0,0,13330616,0,0,41913752.47,0,0,4212099.107,0,0,0,0,0,0,0,0,0,0,0,0,15928425.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M23D14,2,23,14,DMSO,2,3,0.050073819,1328858.159,yes,88721.33727,4436066.864,66541002.95,26539,2166135.245,0,1695533.491,0,0,0,868776.419,0,0,3936344.109,0,0,1714445.107,0,0,0,0,0,0,0,0,0,0,0,0,1153980.806,803341.8803,0,0,0,0,0,3064226.934,0,0,0,0,0,0,0,3679.466365,0,0,0,0
M23D3,2,23,3,DMSO,2,3,0.068305282,1080875.172,yes,98439.31129,4921965.564,73829483.46,17876,0,0,0,0,0,0,4088788.794,0,0,9410825.807,0,0,2017914.692,0,0,0,0,0,0,0,0,0,0,0,0,1247287.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060.920778,0,0,0,0
M23D5,2,23,5,DMSO,2,3,0.106235113,945728.8034,yes,133959.4751,6697973.755,100469606.3,25524,4877599.21,0,1721075.548,0,0,0,2921703.699,0,0,5192487.663,0,0,2549716.402,0,0,0,0,0,0,0,0,0,0,0,0,1944522.242,667357.7829,0,0,0,0,0,2683004.518,0,0,0,0,0,0,0,442315.7147,0,0,0,0
M23D8,2,23,8,DMSO,2,3,0.077911857,3669069.601,yes,381152.0347,19057601.74,285864026.1,26905,2146760.516,0,16050442.14,0,0,0,2239206.219,0,0,8959054.866,0,0,4106395.958,0,0,0,0,0,0,0,0,0,0,0,0,1067806.549,6857361.048,0,0,0,0,0,25771587.19,0,0,0,0,0,0,0,182650.9916,0,0,0,0
M24D0,2,24,0,1 ng/mL,2,3,0.063254806,2058080.007,yes,173577.9354,8678896.771,130183451.6,22263,0,0,0,0,0,0,9427672.354,0,0,12153467.32,0,0,3134484.197,796725.2947,0,0,0,0,0,0,0,0,0,0,1721631.84,3942693.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M24D14,2,24,14,1 ng/mL,2,3,0.056814284,2438998.094,yes,184759.9071,9237995.357,138569930.4,26266,0,0,0,0,0,0,3075697.447,0,0,11469629.7,0,0,6934375.753,7046934.593,0,0,0,0,0,0,0,0,0,0,2438567.848,3319695.745,27287.8039,0,0,0,0,0,54575.56797,0,0,0,0,0,0,0,0,0,0,0,0
M24D3,2,24,3,1 ng/mL,2,3,0.090936347,724951.6289,yes,87899.27051,4394963.525,65924452.88,23668,0,0,0,0,0,0,2773545.465,440.0290596,0,5100231.76,0,0,1693814.191,3241489.856,0,0,0,0,0,0,0,0,0,0,1035254.068,2254767.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M24D5,2,24,5,1 ng/mL,2,3,0.10782241,369655.8842,yes,53142.91775,2657145.888,39857188.31,22931,1068.523847,0,0,0,0,0,2165282.469,0,0,3173706.932,0,0,851843.0534,1807226.534,0,0,0,0,0,0,0,0,0,0,440874.7462,1069822.485,25472.67179,0,0,0,0,0,87905.71602,0,0,0,0,0,0,0,0,0,0,0,0
M24D8,2,24,8,1 ng/mL,2,3,0.074940207,890700.2352,yes,88999.01334,4449950.667,66749260,24613,0,0,2885.059239,0,0,0,2076676.795,0,0,7780398.869,0,0,1566905.263,1416316.62,0,0,0,0,0,0,0,0,0,0,751897.2685,1994640.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M25D0,2,25,0,10 ng/mL,2,3,0.181782528,1965795.343,yes,476462.996,23823149.8,357347247,24444,0,0,0,0,0,0,39379976.53,0,0,23856671.32,0,0,11980569.64,0,0,0,0,0,0,0,0,0,0,0,0,10997155.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M25D14,2,25,14,10 ng/mL,2,3,0.154202401,303102.1839,yes,62318.77935,3115938.967,46739084.51,27677,0,0,0,0,0,0,920359.9017,400.1729532,0,5533209.174,0,0,1373300.61,0,0,0,0,0,0,0,0,0,0,0,0,2897022.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M25D3,2,25,3,10 ng/mL,2,3,0.121624154,704276.5745,yes,114209.3901,5710469.503,85657042.55,22470,0,0,0,0,0,0,4778420.24,0,0,8595965.442,0,0,1533983.076,0,0,0,0,0,0,0,0,0,0,0,0,4914701.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M25D5,2,25,5,10 ng/mL,2,3,0.146487533,976593.4266,yes,190745.0157,9537250.786,143058761.8,25683,0,0,155056.2428,0,0,0,6862453.554,0,0,13445206.47,0,0,5523337.046,0,0,0,0,0,0,0,0,0,0,0,0,7642277.809,33613.09489,0,0,0,0,0,89634.98823,0,0,0,0,0,0,0,0,0,0,0,0
M25D8,2,25,8,10 ng/mL,2,3,0.14081907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M26D0,2,26,0,100 ng/mL,2,3,0.06626336,3207248.827,yes,283364.1115,14168205.58,212523083.6,27169,0,0,36060.08031,0,0,0,5913631.409,0,0,23661543.02,0,0,3194678.266,7204304.923,0,0,0,0,0,0,0,0,0,0,2407108.594,7108482.197,0,0,0,0,0,0,0,0,0,23466.7989,0,0,0,0,16398.89598,0,0,0,0
M26D14,2,26,14,100 ng/mL,2,3,0.069429756,1775965.883,yes,164406.5038,8220325.192,123304877.9,27079,0,0,2422.08821,0,0,0,1763352.202,0,0,15148431.48,0,0,2647334.103,1736031.047,0,0,0,0,0,0,0,0,0,0,1401234.674,5888844.974,0,0,0,0,0,0,10467.87548,0,0,0,0,0,0,0,0,0,0,0,0
M26D3,2,26,3,100 ng/mL,2,3,0.091660971,1788298.469,yes,218556.2321,10927811.61,163917174.1,21909,33729.11599,4187.53333,306432.4907,0,0,0,3886757.602,0,0,13253126.47,0,0,5637133.669,9550425.523,0,0,0,0,0,0,0,0,0,0,2944525.453,4172933.671,60197.82854,0,0,0,0,0,165543.9578,0,63650.53108,76687.70737,0,0,0,0,0,0,0,0,0
M26D5,2,26,5,100 ng/mL,2,3,0.113280689,413827.3097,yes,62504.85702,3125242.851,46878642.77,22601,0,0,1103.285533,0,0,0,7.27E+05,0,0,5017307.083,0,0,1025880.421,1589343.83,0,0,0,0,0,0,0,0,0,0,789614.4227,1973067.964,0,0,0,0,0,0,0,0,1547.8978,16074.93272,0,0,0,0,0,0,0,0,0
M26D8,2,26,8,100 ng/mL,2,3,0.160088057,618455.3097,yes,132009.7452,6600487.258,99007308.87,23104,0,0,766641.1707,0,0,0,3812835.572,0,0,5295770.307,0,0,3722924.948,4065667.591,0,0,0,0,0,0,0,0,0,0,2137126.77,4522050.84,119446.2582,0,0,0,0,0,430991.6751,0,0,12855.87629,0,0,0,0,0,0,0,0,0
M27D0,2,27,0,800 ng/mL,2,3,0.056670404,1488735.427,yes,112489.6508,5624482.54,84367238.1,24235,0,0,0,0,0,0,3340225.507,0,0,10293221.22,0,0,568702.9319,0,0,0,0,0,0,0,0,0,0,0,603609.7501,4407217.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10947.22397,0,0,0,0
M27D14,2,27,14,800 ng/mL,2,3,0.175770783,1366382.034,yes,320226.72,16011336,240170040,18713,0,0,368647.5124,0,0,0,2367945.942,0,0,22732196.48,0,0,5550008.82,0,0,0,0,0,0,0,0,0,0,0,3393127.685,17419483.04,1390392.81,0,0,0,0,0,4953043.919,0,0,0,0,0,0,0,0,0,0,0,0
M27D3,2,27,3,800 ng/mL,2,3,0.098145104,1437828.846,yes,188154.4822,9407724.108,141115861.6,25218,0,0,0,0,0,0,7646713.67,2210.04605,0,12625179.43,0,0,2525689.403,0,0,0,0,0,0,0,0,0,0,0,3268642.295,8279043.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M27D5,2,27,5,800 ng/mL,2,3,0.162861611,530254.1858,yes,115144.0679,5757203.396,86358050.94,25734,0,0,3015456.287,0,0,0,3444724.463,1060.280411,0,6701234.373,0,0,722554.2594,0,0,0,0,0,0,0,0,0,0,0,1235739.418,4341560.918,18321.87794,0,0,0,0,0,68465.95319,0,0,0,0,0,0,0,7738.73142,0,0,0,0
M27D8,2,27,8,800 ng/mL,2,3,0.111111111,601143.4795,yes,89058.29317,4452914.658,66793719.88,26799,0,0,986794.3704,0,0,0,2180223.379,393.7437027,0,5617122.035,0,0,509706.186,0,0,0,0,0,0,0,0,0,0,0,1250476.792,4475720.077,174038.0044,0,0,0,0,0,595166.9764,0,0,0,0,0,0,0,2612.57264,0,0,0,0
M29D0,3,29,0,Control,3,1,0.16812291,253262.1018,yes,56772.2154,2838610.77,42579161.55,22404,164737.3538,0,18870.37475,0,0,0,7126.931994,0,0,2265759.246,0,0,1925057.239,701765.5557,0,0,0,0,0,0,0,0,0,0,669666.8151,4958446.372,0,0,0,0,0,0,0,0,2552.932135,0,0,0,0,0,0,0,0,0,0
M29D14,3,29,14,Control,3,1,0.053580844,5128794.156,yes,366406.8261,18320341.31,274805119.6,30699,6436712.901,671369.8764,3023545.229,4435.882997,41774.13385,0,924252.5396,0,0,4787079.06,0,0,16951585.53,20995974.09,0,63995.05878,83613.8364,0,634920.7213,231333.4198,0,0,0,0,2435756.879,2642959.398,1170395.794,1066893.116,0,0,0,0,3457169.066,0,291260.9834,0,0,728289.6133,554841.846,68473.02759,0,0,0,0,729668.0958
M29D3,3,29,3,Control,3,1,0.088631356,539038.3069,yes,63700.92811,3185046.406,47775696.08,27786,421045.5453,18926.4044,404550.5667,2556.118114,2292.548627,0,18483.72407,271.629739,0,1056768.71,0,0,2772752.105,388588.0434,0,0,36844.62995,0,0,0,0,1719.418637,0,0,650869.0994,1376822.452,349318.1524,0,0,0,0,0,1153688.69,0,2075874.168,0,0,0,96649.74164,0,0,0,0,0,96085.01458
M29D5,3,29,5,Control,3,1,0.06478814,463962.1148,yes,40078.98994,2003949.497,30059242.45,17626,128253.8807,2227.193584,6954.616125,0,2273.851435,0,91664.82572,404.1211093,0,1845753.672,0,0,2172454.533,1006607.732,0,0,0,0,0,0,0,0,0,0,633117.6983,1755274.895,5390.606871,0,0,0,0,0,17641.98534,0,29271.6589,0,0,0,0,0,0,0,0,0,0
M29D8,3,29,8,Control,3,1,0.066051567,789465.0484,yes,69527.20473,3476360.236,52145403.54,27824,1150584.333,32517.30939,922104.941,7986.820501,18116.46039,0,44510.26052,0,0,1270234.187,0,0,2096421.061,966575.3218,0,1937.069245,21109.54811,0,262573.1659,0,0,0,0,0,313693.2302,1066372.003,411443.8516,2696.567618,0,0,1499.295072,0,1369504.878,0,1330342.641,0,0,43522.12722,173537.9664,0,0,0,0,0,184261.8305
M2D0,1,2,0,DMSO,1,1,0.165116934,281860.228,yes,62053.19555,3102659.778,46539896.67,27449,1042.322022,0,0,0,0,0,1154214.534,0,0,4215386.428,0,0,1355385.086,1282648.976,0,0,0,0,0,0,0,0,0,0,866671.928,2441950.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2D14,1,2,14,DMSO,1,1,0.08682243,726387.5053,yes,84088.97111,4204448.555,63066728.33,25606,1514.11842,0,0,0,0,0,2517152.087,0,0,2086933.607,0,0,2784705.727,5507193.797,0,0,0,0,0,0,0,0,0,0,1737818.64,1874317.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2D3,1,2,3,DMSO,1,1,0.099208162,1266018.988,yes,167465.8893,8373294.463,125599416.9,26068,101694.4763,0,0,0,0,0,2772842.722,0,0,12329892.12,0,0,4437613.273,3882220.736,0,0,0,0,0,0,0,0,0,0,2429751.501,4530261.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2D5,1,2,5,DMSO,1,1,0.133384629,424307.5497,yes,75461.47346,3773073.673,56596105.1,26476,3942.371025,0,0,0,0,0,726262.529,0,0,4005652.211,0,0,1199773.422,2588145.277,0,0,0,0,0,0,0,0,0,0,1021112.078,4369332.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2D8,1,2,8,DMSO,1,1,0.132798974,504195.2702,yes,89275.4861,4463774.305,66956614.58,25771,2129.618241,0,0,0,0,0,1163965.82,0,0,5300522.3,0,0,1196859.961,1751794.545,0,0,0,0,0,0,0,0,0,0,1129576.738,5726296.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M30D0,3,30,0,DMSO,3,1,0.15476691,419646.2994,yes,86596.4814,4329824.07,64947361.05,21888,18849.38779,0,3156.660541,0,0,0,18545.36174,0,0,3572310.979,0,0,2748946.986,5620730.017,0,0,0,0,0,0,0,0,0,0,495392.1288,3628215.724,0,0,0,0,0,0,9379.257435,0,9743.238312,0,0,0,0,0,0,0,0,0,0
M30D14,3,30,14,DMSO,3,1,0.160104807,1303800.412,yes,278326.2845,13916314.23,208744713.4,25069,59720.96422,0,0,0,0,0,703615.1792,0,0,10305708.07,0,0,16025976.94,16605733.96,0,0,0,0,0,0,0,0,27756.01914,0,1890506.71,7746011.778,0,0,0,0,0,0,0,0,43498.25453,0,0,0,0,0,0,0,0,0,0
M30D3,3,30,3,DMSO,3,1,0.15393642,1301852.341,yes,267203.3183,13360165.92,200402488.8,20086,0,0,0,0,0,0,17460.11693,0,0,7698474.058,0,0,15265449.85,16370127.65,0,0,0,0,0,0,0,0,0,0,1785623.073,10610776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M30D5,3,30,5,DMSO,3,1,0.091298897,880245.5328,yes,107153.9283,5357696.415,80365446.23,30047,0,0,0,0,0,0,0,2323.951604,0,5122575.264,0,0,7799880.765,2064167.239,0,0,0,0,0,0,0,0,0,0,989508.628,4726120.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M30D8,3,30,8,DMSO,3,1,0.178455905,823012.9964,yes,195828.7055,9791435.276,146871529.1,29322,0,0,0,0,0,0,115205.1462,1582.592932,0,7719507.191,0,0,13931714.57,7664898.611,0,0,0,0,0,0,0,0,0,0,1399487.743,7140214.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M31D0,3,31,0,1 ng/mL,3,1,0.168581175,551884.629,yes,124049.8123,6202490.615,93037359.22,22188,94517.47303,41462.01235,14125.82596,0,0,0,268360.8665,0,0,10263698.9,8894.5407,0,4783703.771,2011658.247,0,2528.164023,0,0,18358.74763,0,0,0,0,0,961002.569,2851334.253,116877.7013,0,0,0,0,0,355452.8401,0,259098.4086,0,0,11261.19493,0,0,0,0,0,0,35236.45343
M31D14,3,31,14,1 ng/mL,3,1,0.164612326,1194678.318,yes,262211.7024,13110585.12,196658776.8,22889,0,0,0,0,0,0,517658.7526,0,0,9894766.539,0,0,16456095.45,13199224.36,0,0,0,0,0,0,0,0,17183.71615,0,2127680.425,8458673.002,17282.46372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M31D3,3,31,3,1 ng/mL,3,1,0.181675978,1367134.771,yes,331167.3954,16558369.77,248375546.6,29905,0,0,0,0,0,0,60214.80144,0,0,17990091.92,0,0,14064454.4,6708755.959,0,0,0,0,0,0,0,0,0,0,2124493.349,20520778.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M31D5,3,31,5,1 ng/mL,3,1,0.191841661,1128010.318,yes,288532.4975,14426624.88,216399373.1,27089,0,0,0,0,0,0,183734.537,3785.997627,0,12050081.23,0,0,18459818.1,11549314.99,0,0,0,0,0,0,0,0,0,0,2684533.693,10782422.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M31D8,3,31,8,1 ng/mL,3,1,0.166634569,567719.6688,yes,126135.6298,6306781.488,94601722.32,21039,0,0,0,0,0,0,44964.93178,710.3468473,0,4930414.159,0,0,6774446.494,6639072.34,0,0,0,0,0,0,0,0,0,0,741052.9692,4902301.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M32D0,3,32,0,10 ng/mL,3,1,0.171858183,1309.384413,yes,300.0379013,15001.89507,225028.426,19056,0,0,0,0,0,0,100.3747733,0,0,12319.05316,0,0,13454.22639,9128.199678,0,0,0,0,0,0,0,0,0,0,2159.033205,19602.60216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M32D14,3,32,14,10 ng/mL,3,1,0.079124662,6086899.358,yes,642165.1391,32108256.95,481623854.3,26572,0,290815.4456,42298652.06,12574.48762,0,0,693290.4343,0,46607.77243,10121789.98,0,0,19823459.66,21220123.67,0,0,378439.1191,0,73008.86242,0,0,0,0,0,2528198.64,5813670.468,255211.65,0,0,0,184877.4813,0,755218.3118,0,0,0,0,83038.19153,0,0,0,0,0,0,959571.583
M32D3,3,32,3,10 ng/mL,3,1,0.173507463,217426.9513,yes,50300.26495,2515013.247,37725198.71,30199,0,0,0,0,0,0,42473.48085,296.0236149,0,2799692.518,0,0,2018634.69,1361649.946,0,0,0,0,0,0,0,0,0,0,294880.2948,2770457.946,0,0,0,0,0,0,0,0,0,0,1703.481348,0,0,0,0,0,0,0,0
M32D5,3,32,5,10 ng/mL,3,1,0.131137217,1735506.38,yes,303452.6356,15172631.78,227589476.7,26180,0,0,0,0,0,0,306437.3388,3433.347251,0,10662655.77,0,0,13747355.28,10844838.5,0,0,0,0,0,0,0,0,0,0,1600604.067,20403074.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M32D8,3,32,8,10 ng/mL,3,1,0.121241234,1061008.625,yes,171517.3267,8575866.334,128637995,24536,0,0,0,0,0,0,294909.0033,0,0,5467211.002,0,0,10824154.12,11311398.52,0,0,0,0,0,0,0,0,0,0,1372585.515,4099890.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M33D0,3,33,0,100 ng/mL,3,1,0.111200119,456657.1175,yes,67707.10109,3385355.054,50780325.81,29098,0,0,0,0,0,0,22686.92304,0,0,3688511.019,0,0,2719915.849,2488145.22,0,0,0,0,0,0,0,0,0,0,383483.235,3214999.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M33D14,3,33,14,100 ng/mL,3,1,0.187244952,1315387.825,yes,328399.6403,16419982.01,246299730.2,21958,0,0,0,0,0,0,443065.8138,0,0,21635146.24,0,0,14565071.08,9666125.891,0,0,0,0,0,0,0,0,11216.81811,0,2527403.202,11572991.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M33D3,3,33,3,100 ng/mL,3,1,0.105591613,1871924.586,yes,263546.0485,13177302.43,197659536.4,22137,0,0,0,0,0,0,127237.1497,4231.709564,0,6599318.158,0,0,12851748.03,20230703.98,0,0,0,0,0,0,0,0,0,0,1747462.745,9308400.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M33D5,3,33,5,100 ng/mL,3,1,0.132104228,1210737.126,yes,213257.9911,10662899.56,159943493.3,27197,16871.51485,0,0,0,0,0,1.54E+05,1858.111318,0,8538230.595,0,0,8941477.113,12865991.76,0,0,0,0,0,0,0,0,0,0,1171136.805,8414132.2,0,0,0,0,0,0,0,0,14921.74917,0,0,0,0,0,0,0,0,0,0
M33D8,3,33,8,100 ng/mL,3,1,0.055036855,659931.1147,yes,48427.37743,2421368.872,36320533.07,24176,0,0,0,0,0,0,29295.59717,712.0086808,0,3273304.783,0,0,2029284.714,587414.315,0,0,0,0,0,0,0,0,0,0,339799.2881,2594913.993,0,0,0,2503.90123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M34D0,3,34,0,800 ng/mL,3,1,0.079890051,165625.6369,yes,17642.45411,882122.7056,13231840.58,25031,2599.761127,0,6373.409276,0,0,0,396.4623315,0,0,990016.9306,0,0,951512.6432,215676.1997,0,182.1252876,0,0,0,0,0,0,0,0,217345.9976,926667.5955,0,0,0,0,0,0,0,0,18146.5925,0,0,0,0,394.4915278,0,0,0,0,0
M34D14,3,34,14,800 ng/mL,3,1,0.117936571,1812762.44,yes,285054.6483,14252732.41,213790986.2,33150,2693333.981,285160.52,113204.033,7030.841823,0,0,638470.7994,0,0,6173185.034,0,0,17623940.46,14175342.02,0,4999.376074,79729.11947,0,32754.23931,0,0,0,8598.95852,0,2203246.039,7200531.993,702369.8001,0,0,0,0,0,2220155.685,0,508235.4835,0,0,260820.7476,0,110695.229,0,0,0,0,62324.20457
M34D3,3,34,3,800 ng/mL,3,1,0.116836283,974135.6484,yes,151752.5177,7587625.884,113814388.3,24203,118525.9074,0,6670.209267,0,0,0,3526.880263,1857.224266,0,3441720.216,0,0,13181096.23,7063141.393,0,0,0,0,0,0,0,0,0,0,1687245.697,5066933.993,0,0,0,0,0,0,0,0,13335.42803,0,0,0,0,0,0,0,0,0,0
M34D5,3,34,5,800 ng/mL,3,1,0.052091879,2648111.081,yes,183926.776,9196338.8,137945082,21716,2264935.396,506045.3824,1888775.541,28330.07816,0,0,163570.0018,0,0,2612780.417,0,0,4364536.993,1021121.399,0,20791.11603,176257.0168,0,0,0,0,0,0,0,883314.7555,2682230.177,0,0,0,0,0,0,0,0,9809932.862,0,0,0,0,349609.8174,0,0,0,0,0
M34D8,3,34,8,800 ng/mL,3,1,0.076826535,442215.9823,yes,45298.56218,2264928.109,33973921.64,22207,26647.40366,0,2170.036055,0,0,0,5354.561841,0,0,2111289.682,0,0,3195737.717,839901.0654,0,0,0,0,0,0,0,0,0,0,304005.0956,2143736.559,0,0,0,0,0,0,0,0,32424.20374,0,0,0,0,8848.152939,0,0,0,0,0
M36D0,4,36,0,Control,3,1,0.101356529,2765549.349,yes,373741.977,18687098.85,280306482.8,24969,9201.807014,0,0,0,0,0,0,0,0,18308374.68,0,0,15709909.15,6146333.435,0,0,0,0,0,0,0,0,0,0,2341598.069,27231905.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M36D14,4,36,14,Control,3,1,0.044072217,4550625.304,yes,267408.1945,13370409.72,200556145.9,30969,980693.744,9665.721132,177975.9775,0,0,0,173233.7804,0,0,5895052.025,0,0,17461941.5,18650963.86,0,0,0,0,71451.79739,0,0,0,8634.677452,0,2915602.788,5540242.895,80019.88511,0,0,0,0,0,195397.4153,0,339266.6134,0,0,0,0,0,0,0,0,0,0
M36D3,4,36,3,Control,3,1,0.083322949,1902097.463,yes,211317.8265,10565891.32,158488369.9,22516,0,0,0,0,0,0,186531.4209,0,0,6973746.878,0,0,10501310.79,4797025.379,0,0,0,0,0,0,0,0,4692.613465,0,1836765.932,16346136.84,0,0,0,0,0,7038.920198,0,0,0,0,0,0,0,0,0,0,0,0,0
